City,Description,Title,URL,Price,Condition
Lee,"
Complete double bed    ",Vintage Wooden Bed,https://nh.craigslist.org/fuo/6168591183.html,$75,good
"Barrington, NH","
2 end tables and 4 chairs.  Hampton Bay brand. Chairs are extruded aluminum with sling seats/backs. Tables have glass tops. $40 for everything.    ",Outdoor Table and Chairs,https://nh.craigslist.org/fuo/6171936290.html,$40,good
Leicester,"
We get Overstocks , Closeouts , Factory-seconds , 1 of Kinds , Last-years -models. Floor Displays , Customer returns.. All Priced at Wholesale costs or less !
Example : All Leather sectional their price $5045.00 our Price $1499.00
All Leather power recline sofa their price $2399.00 our Price $899.00
All Leather power recliner their price $1599.00 our Price $599.00
*** All Leather sofas start at $599.00 ***
~*~ These are Not a cheap Bonded Leather ~*~
Please Call Bruce 774-242-4454 or 508-892-8412
Furniture Now
102 Huntoon Memorial Hwy.
Leicester Ma. 01524 
**** Website : http://Furniturenow.mobi ****
Facebook : https://www.facebook.com/furniturerightnow?ref=hl . . . . . . 
Twitter : https://twitter.com/TheFurnitureNow
WHY PAY RETAIL ?    ",Discount  Furniture Outlet ~ Furniture Now ~   <===============,https://nh.craigslist.org/fud/6171935094.html,,new
,"
Weaved leather ottoman with four side pull out shelves measurements 42"" x 42"" 15 inches tall if interested we can meet in Derry New Hampshire I also offerer delivery within 10 miles of Derry New Hampshire for a small fee thank you.    ",Ottoman,https://nh.craigslist.org/fuo/6164393755.html,$75,excellent
Merrimack,"
Ironing Board/ Step Stool/ Chair. Solid wood, versatile. In great condition. Comes with ironing board cover and seat cushion.
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Ironing Board/ Step-stool / Chair,https://nh.craigslist.org/fuo/6168192740.html,$45,excellent
Merrimack,"
Set of 3 Black Metal chairs. In great condition.
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Set of 3 Black Metal Chairs,https://nh.craigslist.org/fuo/6168196068.html,$60,excellent
Merrimack,"
""Dove Tail"" wood grain box with hidden stash spot. Unique and hand made piece. The stash spot is on the top of the door compartment (as pictured). Perfect for hiding valuables. 
L:18"" W:22"" H:21.5""
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email, call 
 
or Text 
 
    ","Hand Crafted ""Dove Tail"" Wood Grain Box W/ Hidden Stash",https://nh.craigslist.org/fuo/6168192222.html,$100,like new
"Bedford, NH","
Beautiful Pottery Barn Kids Corner Bed Set in excellent condition. Includes two twin bed platforms and corner storage unit. Beds can be used as part of unit or independently (includes headboards for beds if not used attached to corner unit). Unit is broken down for easy transport. Original cost was $2400+.
Dimensions
Store-It Super Set
* 		Overall: 120"" wide x 120"" long x 65"" high
* 		Wall space needed to place in corner: 10' along each wall
* 		Twin Bed (2): 41"" wide x 77"" long x 15.5"" high
* 		Corner Unit: 42.5"" wide x 42.5"" deep x 40"" high
* 		Corner Unit Hutch: 60"" wide x 43.5"" deep x 25"" high
Corner Unit
* 		Overall: 42.5"" wide x 42.5"" deep x 40"" high
* 		Diagonal: 60"" long
* 		Center Cubby: 16"" wide x 16"" deep x 7.5"" high
* 		Side Cubby (2): 24.5"" wide x 14"" deep x 7.5"" high
Corner Unit Hutch
* 		Overall: 60"" wide x 43.5"" deep x 25"" high  
* 		Diagonal: 60"" long
* 		Corkboard: 19"" wide x 21"" high
* 		Top Cubby (2): 24.5"" wide x 12.5"" deep x 7.5"" high
* 		Bottom Cubby (2): 24.5"" wide x 12.5"" deep x 15.5"" high
* 		Shelf (2 adjustable): 24.5"" wide x 12.5"" deep
Twin Bed
* 		Overall: 41.5"" wide x 77"" long x 15.5"" high
* 		Side Cubby (4): 29.5"" wide x 13.5"" deep x 12"" high
* 		Foot Cubby (2): 19.5"" wide x 13.5"" deep  x 12"" high
* 		Weight Capacity (Bed): 300 pounds
Details
* 		Unit is built from hardwood, MDF and veneer.
* 		Corner Unit and Hutch feature cutouts in the back to keep cords organized and easily accessible.
* 		Hutch features two adjustable shelves.
Care
* 		Dust with a soft, dry cloth.
* 		To protect the finish, do not apply abrasives or household cleaners.    ",Pottery Barn Kids Corner Bed Set,https://nh.craigslist.org/fuo/6154224445.html,$1200,like new
Merrimack,"
Beautiful plaid couch in excellent condition. The only flaw this couch has is on the leg there is a small piece of wood missing. 
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Plaid Couch,https://nh.craigslist.org/fuo/6157571527.html,$175,like new
Merrimack,"
Wooden Rolling Chair. In excellent condition, solid wood. Wheels are in perfect working condition.
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Wooden Rolling Chair,https://nh.craigslist.org/fuo/6168191211.html,$30,excellent
Merrimack,"
Ethan Allen Refurbished pull out leaf table. In great condition, there are two small cracks at the end of the table (pictured) adds great character to the table. Includes two refurbished chairs.
L: 38"" W: 40""(+17"" extension due to leaf) H: 30""
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email, call 
 
or Text 
 
    ","Vintage ""Ethan Allen"" Refurbished Pull-Out Leaf Table w/ 2 Chairs",https://nh.craigslist.org/fuo/6168185869.html,$200,excellent
Merrimack,"
Antique leather coffee table. In great condition, there is one small burn mark, but it adds character. 
L:23"" W:46"" H:16""
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Antique Leather Coffee Table,https://nh.craigslist.org/fuo/6137476237.html,$65,good
New Market,"
Oak Table round. 4ft. In diameter.
Excellent Condition  Table only    ",Oak Table,https://nh.craigslist.org/fuo/6171949097.html,$350,excellent
Merrimack,"
Olive Green Microfiber Reclining Love seat
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Olive Green Microfiber Reclining Love seat,https://nh.craigslist.org/fuo/6140180731.html,$125,good
Merrimack,"
Kincaid Cherry Hill III Armoir and Two dressers
Dimensions:
Tall Dresser- - L:36"" W:16.5"" H:54.5""
Long Dresser- L: 70"" W: 19"" H: 33.5""
Armoir- L:34"" W:18"" H:76""
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ","Kincaid Armoir, and 2 Dressers",https://nh.craigslist.org/fuo/6140160932.html,$875,good
londonderry,"
Nice piece, Hardwood
24""x10"" 24"" Tall
Height space on shelves is 10"" High
This also has slots for Plates
$35.00
Thank you",Display/Book Case,https://nh.craigslist.org/fuo/6138192732.html,$35,good
Merrimack,"
Grey La-Z-Boy Sleeper Sofa, clean Mattress
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Grey La-Z-Boy Sleeper Sofa,https://nh.craigslist.org/fuo/6140199087.html,$150,good
,"
Antique Vintage Maple Rocking Chair with hand-carved maple frame.
In family for generations.
1920s.
Antique Maple Lincoln Rocking Chair.
Excellent condition.
Recently refinished with reupholstered front and back.
Accepting best offers.    ",1920s Antique Vintage Maple Rocking Chair,https://nh.craigslist.org/fuo/6142090780.html,$200,excellent
,"
Oak Standing Mirror
Folding
Lightweight
From Crate and Barrel
Excellent condition
MAKE AN OFFER!!!    ",Oak Standing Mirror,https://nh.craigslist.org/fuo/6142025434.html,$150,excellent
"Rye, NH","
Nice solid maple bed frame for a double bed. Needs a little refinishing on the foot board but otherwise in very good condition.    ",Full size maple bed frame,https://nh.craigslist.org/fuo/6171950373.html,$65,good
Londonderry,"
Both are in shape
24""x12"" 23"" Tall
$15.00 each
Thank you    ",Accent Tables,https://nh.craigslist.org/fuo/6149872578.html,$15,good
,"
Large three drawer hardwood dresser drawers are dovetailed measurements 42 inches wide 18 1/4 inches deep 33 and three-quarter inches tall drawer depth 7 1/2 inches if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you.    ",Dresser,https://nh.craigslist.org/fuo/6171941319.html,$80,excellent
"Salem, NH","
Selling a beautiful solid maple chest of drawers, night stand, and full-size bed frame all in excellent condition.  Asking $125.    ",Solid Maple Bedroom Set with Full Size Bed,https://nh.craigslist.org/fuo/6171965716.html,$125,excellent
"Bridgewater, NH","
Antique  enamel top table with pull- out leaf extension and four matching chairs all in quite good condition. Table has one drawer. All have original finish.    ",enamel top vintage table and four chairs,https://nh.craigslist.org/fuo/6139370749.html,$125,good
Portsmouth,"
Black Café Table
Have 9.  $35 each.    ","Cafe Tables 24""",https://nh.craigslist.org/fuo/6171965300.html,$35,good
Newfields,"
Selling a brand new leather chair. Actually I'm pretty sure it's faux leather. This isn't some gorgeous leather historical arm chair that would go in front of a fireplace in a mansion, but it's decent for what it is. It is a dark brown. Note that there are little specks of water-based white paint on it from painting too close to it. It's water-based though so it should come up. I'll leave it to the buyer though. You probably know a better way to do it than I do, and I don't want to make a hack of it. Otherwise, it's brand new. I don't think we've ever even sat in it.
Oh and it's 28"" wide, 32"" deep, and 34.5"" tall at the back.
Pretty sure we bought it for $200 less than a year ago. Looking for $150 cash.    ",Cheap Leather Chair,https://nh.craigslist.org/fuo/6171970459.html,$150,excellent
Manchester,"
Bought from Bernie and Phyls.  Heavy wood,  there are some blemishes/light scratches....they are used.
Coffee table has four drawers
Each side table has one drawer    ",3 piece coffee table set,https://nh.craigslist.org/fuo/6171966221.html,$150,good
Portsmouth,"
Vintage Danish teak corner china cabinet by Skovby.  One peice unit with lighted display area at top.  Originally there were two shelves in top section but one is missing.  Shelves are adjustable & removable.  A single light at top illuminates the display within.  Lower section features a cabinet with originally one adjustable  & removable shelf that's also missing.  I believe the original shelves were glass & could easily be replaced.  The unit is wedge shaped and fits neatly into a standard 90 degree corner.  Maker's label present on rear.    The unit is in overall very good condition but not perfect.  Last two photos show the only two cosmetic issues of note, all others are minor.",VintageScovby Mid Century Modern Teak Corner China Cabinet,https://nh.craigslist.org/fuo/6171965335.html,$99,excellent
Bristol,"
White end table w/ green pull.  21H x 19W x 15D.    ",End table,https://nh.craigslist.org/fuo/6171970952.html,$35,good
Manchester,"
I have more than 75 office chairs that need new homes.  These are gently used and in good condition.  They are priced to sell with most ranging from only $20 to $75.  You can get a nice Steelcase or Herman Miller chair for less than you would pay for a cheap one at Walmart or Staples.  Come try them out to find the right one for you.  I have multiples of many styles and colors.  Check them out most days by appointment.    ",Rolling Executive Chairs / Office Chairs - Low Prices - Many Available,https://nh.craigslist.org/fuo/6150052347.html,,good
Manchester,"
I have a decent used conference table that would look great in a home or office.  It is 42"" in diameter.  You can own it for only $100.  I have lot of office chairs to pick from too if you need those as well.  You can view it all by appointment on most days.  Please email for directions.    ","42"" Round Conference Table - Good Condition",https://nh.craigslist.org/fuo/6140066348.html,$100,good
"Rye, nh","
One year old patio loveseat, 2 swivel chairs, one coffee table.  Great set, very comfortable, good condition.  We moved nd need to make way for larger furniture.  Furniture is $1,299, on sale for $950 currently.
Description Item # 07125152000P Model # DCHL-4PC - Celebrate Summer with the La-Z-Boy Outdoor Charlotte 4 Piece Seating Set
The Charlotte Seating Set with Loveseat and Swivel Chairs combines iconic comfort with effortless outdoor style. Handsome, all-weather resin weaving is complemented by tan chair cushions and a brown ceramic tile top for optimal versatility with your outdoor décor. Perfect for having coffee or a nightcap with friends, you'll be able to enjoy the outdoors with soft seats and durable, UV-resistant fabric. The sturdy frames are rust-resistant with all-weather resin weaving on the chairs and loveseat.
•The Charlotte 4 Piece Seating Set in Tan is made with rust-resistant steel and aluminum frames and all-weather resin weaving
•Set includes: 4 printed toss pillows, 2 swivel armchairs, 1 loveseat and 1 ceramic tile coffee table
•Tabletop has a unique, marble-like finish
•All-weather weaving with tan, red and brown fabric accents can suit any outdoor style
•Cast-aluminum detailing
•Comfortable, dense cushions
•Easy to wipe clean
•Assembly required
http://www.sears.com/la-z-boy-outdoor-charlotte-4-piece-seating/p-07125152000P?sid=IDx01192011x000001&gclid=CIyy-5f-tdQCFQZXDQodnLQBRw&gclsrc=aw.ds&dclid=CMHCm5j-tdQCFYsJDAodPi0HqQ    ",Patio furniture,https://nh.craigslist.org/fuo/6171941699.html,$500,good
Wakefield,"
Several outdoor wrought iron pieces...will sell separate or the whole set. Excellent Condition.    ",wrought Iron Furniture,https://nh.craigslist.org/fuo/6155083803.html,,excellent
nashua nh,"
I am moving and have furniture i must sell asap...i have two couches a giant mirror end tables chairs and even a kitchen table..please call robbie at 
.we can talk about price    ",moving sale must go!!!,https://nh.craigslist.org/fuo/6171979622.html,$1100,like new
"Manchester, NH","
We are moving and selling our  Love seat from a smoke and pet free home, I  am asking $25 so it will sell fast, I was going to keep it but don't have room for it now,  it is in very good condition,  You can call or e-mail me,  
 
--    I DO NOT TEXT SORRY ",Small /loveseat,https://nh.craigslist.org/fuo/6134727633.html,$25,excellent
MANCHESTER,"
I have many file cabinets for sale at terrific prices.  Most sizes are represented. There are vertical and lateral cabinets. Two, three, four, and five drawer units are available. 
They are all used and vary in condition and color. There are many that are in good shape and ready for your home or office. Others are better for your shop or garage.  Some of the units have locks and keys, many do not.  You can view them most days by appointment.    ",FILING CABINETS - MOST SIZES - LATERAL & VERTICAL - FILE CABINET,https://nh.craigslist.org/fuo/6135773755.html,,good
Manchester,"
Legal-size filing cabinets for sale. Several to pick from -many more than pictured here.  Variety of colors.  Mostly 4 or 5-drawer units.  Very good condition. Only $50 each.  Viewable most days by appointment.  Lots of other file cabinets and office furniture available too.    ",Legal Size File Cabinets - Many to Pick From,https://nh.craigslist.org/fuo/6142608283.html,$50,good
Manchester,"
Nice wood microwave stand.  Great condition.  Only $25.  Email for directions.",Microwave Stand - Good Condition,https://nh.craigslist.org/fuo/6142644438.html,$25,excellent
Cornish,"
Roll top desk    ",For sale Roll top desk,https://nh.craigslist.org/fuo/6171986000.html,$250,excellent
Merrimack,"
The Bombay Company Furniture Valet. Dark Finish. Velvet lined top drawer
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",The Bombay Company Clothes Valet,https://nh.craigslist.org/fuo/6150286159.html,$65,good
hudson nh,"
call 8813419 call  thanks   come bring help    ",bed  dresser all 6    now 6 peaces    MAKE OFFER,https://nh.craigslist.org/fuo/6171986673.html,,good
Holderness,"
Like new high top bar and stools. Just doesn't fit in our new place.  475$ or best offer.  Call it text my cell 603 520-85sixseven    ",High top bar table and stools,https://nh.craigslist.org/fuo/6171991266.html,$475,new
"Manchester, NH","
I purchased these beautiful leather couches last year when we moved into our apartment (13 month lease). They are in good condition and still firm . Very fancy and sharp looking. Comes with three pillows. Asking $400 or best offer.
I also have a beautiful matching glass high top table that comes with four like-new leather chairs. HMU. Hoping to have both pieces gone by June 24th
Contact Steven
(6 zerooo 3) 5 three three - 1 sixxx fourrr 5    ",2016 Leather Couch Set w/ Love Seat,https://nh.craigslist.org/fuo/6171994480.html,$400,good
Barrington,"
This is a very fine and wonderful mahogany Chippendale style block front kneehole desk with shell carvings. It's a virtual duplicate of Goddard/Townsend desks made in the 18th century and now selling for over $100,000.00.
Dovetailed drawers, locking center door. Very good condition.
$375.00
Might consider trading for website development. For someone using Dreamweaver.    ",Incredible Mahogany Kneehole Desk Vintage might trade,https://nh.craigslist.org/fuo/6146328886.html,$375,good
"Concord, NH","
WATERBED-KING SIZE $200
King size waterbed 
mirrored headboard
6 drawers underneath
new heater pad 
(only used a few months)
padded sides
 includes sheet set
 & king size quilt
Also, a dining/banquet table for $200, and an electric auger for $250    ",WATERBED-KING SIZE,https://nh.craigslist.org/fuo/6171999549.html,$200,good
"Manchester, NH","
I purchased this beautiful high top table last year when we moved into our apartment (13 month lease). It is in good condition. It is a dark mocha brown wood finish base and a solid glass circle as the top. Very fancy and sharp looking. Comes with four matching dark mocha leather chairs. Asking $400 or best offer.
Please ignore the clutter. We used the table more for puzzles than anything else, but also to just place crap when we came home, hence the clutter.
I also have a beautiful matching couch set w/ love seat. The couch is also leather and comes with three pillows.. HMU. Hoping to have both pieces gone by June 24th
Contact Steven
(6 zerooo 3) 5 three three - 1 sixxx fourrr 5",Table High Top w 4 Leather Chairs,https://nh.craigslist.org/fuo/6172000841.html,$400,good
"Concord, NH","
DININGROOM
BANQUET TABLE--$200
This table is approximately 4 feet wide, by 10 feet long.
It's one piece, and very solid. 
You need 2 people to move it, 3 to move it easier.
I'm not sure what type of wood it is, but it looks to be a white oak.
No chairs, just the table.
It's in very good condition, but could use a brace for one of the legs, and if you wanted to sand and refinish it, it would look awesome !
Also, I'm selling a king size waterbed for $200, and an electric auger for $250    ",DINING-BANQUET TABLE,https://nh.craigslist.org/fuo/6171999980.html,$200,good
newmarket,"
3 piece white wicker vanity  good condition
with stool and round mirror
30 in. ht.   32 in. wide",wicker vanity set,https://nh.craigslist.org/fuo/6172004052.html,$110,good
center harbor,"
Solid wood, very attractive, good storage space, adjustable shelves, opening diagonal is 57"", opening width is 45"".
Two pieces,    ",Entertainment Center Cabinet,https://nh.craigslist.org/fuo/6172006333.html,$175,excellent
Fremont,"
Set of 4 teak chairs for sale, $15 each or $60 for the set. Solid Teak wood, they should be re-oiled this season, I am willing to include the can of teak wood oil/protectant if you buy the set.
They have been used for 3 summers, stored and covered during the winter. Email or call/text 
 
    ",Teak Outdoor Chairs For Sale,https://nh.craigslist.org/fuo/6172007230.html,$60,good
Belmont,"
A mid-century, Danish modern, Alvar Aalto-style, guitar pick shaped, bentwood birch coffee / side table, manufacturer unknown. Alvar Aalto, a forefather of Scandinavian Modern design, his designs are instantly recognizable for their curvaceous, bentwood frames. This table features Aalto's patented bent birch wood L-shaped legs and lacquered birch veneer top. The triangular, guitar-pick shape was a favorite in the late 60's and early 70's, and would compliment a mid-century style home.
The table is structurally sound and is in good condition but has two areas of more significant scratches to the birch top (see pics) and the price reflects this. Dimensions are: 16""H x 18 1/4"" W x 21 1/2"" L.
Cash only. Check out my other pieces by clicking the ""more ads by this user"" button. Thanks.
I will delete this ad when the item is sold - if the ad is up, it's available!
I am happy to answer any questions you may have about this item. From a non-smoking home.",Danish Modern Bentwood Birch Coffee or Side Table,https://nh.craigslist.org/fuo/6137518254.html,$60,good
"Bedford, NH","
Platform Bed Frame, Mattress Foundation for Under-bed Storage, Box Spring Replacement / Strong / Sturdy / Quiet Noise-Free, King or can be used as two Twins.
The Next Generation Bed Frame - Mattress Foundation is a complete mattress foundation solution for spring, latex, and memory foam mattresses. The strong metal Platform Bed Frame eliminates the need for a box spring and frame. Folding design allows for easy set-up with no tools required, and easy movement through tight staircases and doorways. The metal bed frame with reinforced edges, provides durability and strong mattress support which prevents sagging and increases mattress life. The legs are recessed for safety with the twin middle legs are uniquely shaped for support. T-shape locking system provides stability. Plastic caps protect your floors. Clearance under the frame for valuable under bed storage space.    ",King/Twin Platform Bed Frame/ Mattress Foundation,https://nh.craigslist.org/fuo/6171985687.html,$70,excellent
ELIOT ME,"
NICE LITTLE WICKER WRITING TABLE AND CHAIR.  GOOD CONDITION EXCEPT WICKER ON LEG OF CHAIR NEEDS TO BE GLUDED ON OR WHATEVER.    ",WRITING TABLE AND CHAIR,https://nh.craigslist.org/fuo/6172020821.html,$50,excellent
Hillsboro,"
Call Kirt at 867-9486    ",Vintage Oak table and 4 chairs,https://nh.craigslist.org/fuo/6172020368.html,$100,good
Portsmouth,"
Henry Link desk and chair in good condition.  Original paint on desk and matching chair.  
If you have any questions please ask!
Thanks,    ",Desk - Henry Link French Provincial Writing Desk,https://nh.craigslist.org/fuo/6172024099.html,$150,good
,"
Tiger maple Drexel coffee table 72"" long 28"" wide and 15"" tall. has a couple of dings and scratches, Very cool table!                      Text only please!    ",Drexel Tiger Maple Coffee table (Classic Statement),https://nh.craigslist.org/fuo/6140336489.html,$160,good
"manchester,londonderry queen king mattr","
Brand new king mattress and split foundation-both in the original factory sealed packaging  STARTING  at $275 !!
Looking for the BEST prices? This is the place!!
We carry top brand, name brand Mattresses and Mattress sets 
FIRST QUALITY, BRAND NEW- STRAIGHT FROM THE MANUFACTURER - FACTORTY SEALED
We have the styles you are looking for! PILLOW TOP, GEL, EURO TOP, PLUSH, FIRM and ADJUSTABLE.
Twin, full, queen, king- mattress or mattress set
We are adding more HARDWOOD BEDS & HEADBOARDS every week! 
EASY FINANCING available - Delivery too!
Call today!! We have the BEST PRICES in So. NH hands down! 603-566-1906
Call Gary at the Mattress Guy & Bedrooms directly  603-566-1906
web
www.themattressguyonline dot com
facebook
The Mattress Guy & Bedrooms
Mattress, mattresses, mattress set, king pillowtop mattress, pillow top mattress, pillow-top, king mattress and box spring, new mattress set, new queen mattress, queen pillow-top mattress, king size mattress, queen size pillowtop mattress
Mattress, mattresses, mattress sets, Manchester, Londonderry, Salem, Nashua, Hudson, Atkinson, Chester, Derry, Hampstead, Epping, Exeter, Raymond, Fremont, Pelham, twin size mattresses, full size mattresses, pillowtop mattresses, queen size mattresses, king size mattresses, queen pillowtop mattress, king pillowtop mattress, twin mattress sets, full size pillowtop, gel mattresses, beds, queen bed, headboards, beds, boxsprings, king mattresses, king size pillowtop mattress, king size mattress set, mattress stores, mattress store derry, mattress stores, manchester mattress stores, londonderry mattress stores, salem mattress stores",NEW King Mattress+NEW Split Foundation=New King mattress set,https://nh.craigslist.org/fud/6172024445.html,$275,new
Camden,"
Broyhill twin size solid pine wood headboards (two available) in excellent condition. $10 each or both for $15. Moving, I don't need them, and don't want to put in storage.    ",Twin bed headboards,https://nh.craigslist.org/fuo/6160802975.html,$10,excellent
Nashua,"
Solid Maple Trunk in great condition.
Lid opens and closes.
36"" long, 18.25"" wide, 15.75"" deep.
text or email me 
 
    ",Toy Chest / Wooden Trunk,https://nh.craigslist.org/fuo/6158223994.html,$99,like new
Portsmouth,"
Shabby chic white distressed dining buffet table or sideboard. I think it's pretty old so it's has some dings and wear and tear on it but just adds to the distressed look
60x21x37    ",Antique white distressed sideboard,https://nh.craigslist.org/fuo/6142465923.html,$200,excellent
"Dover, NH","
This beautiful dining room set is like new!  The table measures 72 x 44 without the two leaves.  Each of the inserts is 12 x 44, to make a beautiful table when set.  It has six cushioned chairs two of them are captains chairs.  The hutch and china cabinet give you plenty of room to store items or have them on display.    ",Dining Room set,https://nh.craigslist.org/fuo/6172028946.html,$1500,like new
Merrimack,"
Long Solid wood ten drawer dresser. Would look great redone or painted or could even be left as it.
L:20.5"" W:66"" H:34""
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Long Solid Wood Ten Drawer Dresser,https://nh.craigslist.org/fuo/6157574350.html,$125,excellent
Bow,"
Couch in good condition. No tears or significant problems besides normal wear.    ",Couch in good condition,https://nh.craigslist.org/fuo/6158213141.html,$50,good
Merrimack,"
Matching Metal Outdoor Chairs and Table
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Matching Metal Outdoor Chairs and Table,https://nh.craigslist.org/fuo/6154212929.html,$85,excellent
"Manchester, Londonderry, Salem,queen mattress","
THE BEST PRICES IN SO. NH on BRAND NEW, NAME BRAND First Quality Mattresses & Mattress Sets, every day. We don't mark up to mark down for a ""sale"". Our prices are 40-75% BELOW the big guys every day. Count on it! 
603-566-1906
We carry top brand name brand Mattresses and Mattress sets 
FIRST QUALITY, BRAND NEW- STRAIGHT FROM THE MANUFACTURER + FACTORY SEALED
We have the styles you are looking for! PILLOW TOP, GEL, EURO TOP, PLUSH, FIRM and ADJUSTABLE.
Twin, full, queen, king- mattress or mattress set
We are adding more HARDWOOD BEDS & HEADBOARDS every week! 
EASY FINANCING available>ASK ABOUT $40.00 DOWN! 
Delivery Available too! CREDIT CARDS WELCOME
Find us online at http://www.themattressguyonline.com
Find us/LIKE us on Facebook; The Mattress Guy & Bedrooms
Call today!! We have the BEST PRICES in So. NH hands down! 603-566-1906
Mattress, mattresses, mattress sets, Manchester, Londonderry, Salem, Nashua, Hudson, Atkinson, Chester, Derry, Hampstead, Epping, Exeter, Raymond, Fremont, Pelham, twin size mattresses, full size mattresses, pillowtop mattresses, queen size mattresses, king size mattresses, queen pillowtop mattress, king pillowtop mattress, twin mattress sets, full size pillowtop, gel mattresses, beds, queen bed, headboards, beds, boxsprings, king mattresses, king size pillowtop mattress, king size mattress set, mattress stores, mattress store derry, mattress stores, manchester mattress stores, londonderry mattress stores, salem mattress stores    ","ALL NEW-KING,QUEEN,FULL, TWIN  MATTRESS*Twin sets start @",https://nh.craigslist.org/fud/6172034129.html,$125,new
Merrimack,"
Vintage Wheeled Metal Lounger and Table
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Vintage Wheeled Metal Lounger and Table,https://nh.craigslist.org/fuo/6150342249.html,$75,good
Merrimack,"
Vintage Metal outdoor Pub Table and Chairs. 
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email call 
 
or Text 
 
    ",Vintage Metal outdoor Pub Table and Chairs,https://nh.craigslist.org/fuo/6150373842.html,$85,excellent
Merrimack,"
Mainline by Hooker mid-century hutch. Medium brown stain, solid wood, in excellent condition.
L:20"" W: 52"" H: 72.5""
The Furniture Hotel
625 DW Hwy
Merrimack, NH. 03054
Email, call 
 
or Text 
 
    ","""Mainline by Hooker"" Hutch",https://nh.craigslist.org/fuo/6156243577.html,$150,excellent
Merrimack,"
Beautiful oak wood four drawer filing cabinet.
L:24"" W:20"" H:57.5""
The Furniture Hotel
625 Daniel Webster Hwy
Merrimack, NH. 03054
Email, call 
 
or Text 
 
    ",Four Drawer Wood Filing Cabinet,https://nh.craigslist.org/fuo/6154653000.html,$100,excellent
Pelham,"
Smoke free pet free home.  Pickup in Pelham.  Thank You.    ",Red Ladybug Painted Foot Stool,https://nh.craigslist.org/fuo/6172039711.html,$6,good
Lebanon,"
Full size bed with headboard (disassemblable), pillow top mattress, bureau and desk. In very good condition. Used gently by guests in a non smoking home and with no pet contact to items.    ","Full size bed, bureau, desk in very good condition",https://nh.craigslist.org/fuo/6172045584.html,$150,excellent
Merrimack,"
Filing cabinets $5 per Drawer. 
The Furniture Hotel
625 Daniel Webster Hwy
Merrimack, NH. 03054
Email, call 
 
or Text 
 
    ",Filing Cabinets,https://nh.craigslist.org/fuo/6154667380.html,$10,excellent
Pelham,"
Pickup in Pelham.  Thank You.    ",White Wooden Doll Cradle Frame,https://nh.craigslist.org/fuo/6172040621.html,$5,good
Manchester,"
I have a nice desk available for sale. This would look great in a home or office. It measures 5' wide x 30"" deep x 29 1/2"" high. There are 6 drawers. You can own it for only $100. I have two others if you need multiples. Email for directions    ",Desk- Metal with wood laminate top.  Nice - 3 Available,https://nh.craigslist.org/fuo/6160130459.html,$100,good
Manchester,"
I have a unique and beautiful wood lectern or podium that is gently aged. You can use it at your business, at your church, or it would make a great conversation piece at home. You could even remove the book stand and make it into a great bar too! 
It measures approximately 41"" wide x 20"" deep x 40"" tall without the book stand. This unique piece is worth a look. It is priced to sell at only $195. Check it out most any day by appointment. Email for directions.    ",Beautiful Wood Lectern / Podium,https://nh.craigslist.org/fuo/6131183863.html,$195,good
Kensington nh,"
Vintage wrought-iron table and 4 chairs with glass top.  Very good condition.  Dimensions: 30 x 48   $150.00
Call 
 
    ",Vintage wrought iron table and chairs,https://nh.craigslist.org/fuo/6160920409.html,$150,good
"Bedford, NH","
In excellent condition.    ",Rocking Chair,https://nh.craigslist.org/fuo/6172113596.html,$30,excellent
,"
Full Size Wooden bed frame    ",Bed Frame,https://nh.craigslist.org/fuo/6172110400.html,$30,fair
"Lebanon, NH Wilder, vt","
If interested call 
 

This is a brown sectional sofa made by Flexsteel.
Was about $2000 new.
\Dimensions: 9'4"" by 7'8""
It is in very good condition except that the is discoloration on the back from being near a heater. The fabric is just discolored but not damaged in any other way. (You can see the spot in the photos).
$450
Call 
 
    ",Awesome sectional sofa,https://nh.craigslist.org/fuo/6172113029.html,$450,excellent
